45	21	1	11	16	40	0	0	0	0	1	0	0	4	0	1	1	2	4	2	1	0	0	0	0	1.5	2
47	20	1	11	16	50	0	0	1	0	0	0	0	2	1	1	1	2	2	3	1	26	4.5	11.5	5	15	17
48	25	2	10	14	50	1	0	0	0	0	1	0	5	1	1	2	2	5	3	1	0	1	0	1	1	1
49	24	2	11	16	50	1	0	0	0	0	1	0	5	1	1	1	1	5	3	1	0	0	0	0	0.5	1
50	29	1	10	15	35	0	0	1	0	0	0	0	2	1	3	1	1	2	1	1	0	0	0	0	0	0
51	27	2	10	16	50	1	0	0	0	0	1	0	5	1	4	1	1	5	3	1	0	0	0	0	0	0
52	27	1	11	16	40	1	0	0	0	0	1	0	5	1	3	2	2	5	2	1	32	13.3333	14.3333	15	19.83333333	24
53	26	2	11	15	40	0	0	1	0	0	0	0	2	1	2	1	2	2	2	1	0	0	0	0	1	1
54	21	2	10	16	36	0	0	0	0	1	0	0	4	0	2	1	1	4	2	1	0	0	0	0	4.5	5
56	21	2	11	16	40	1	0	0	0	0	1	0	5	7	4	2	2	5	2	1	12	6	6	6	9	9
57	26	1	10	15	40	1	1	0	0	0	0	0	1	1	2	1	2	1	2	1	0	0	0	0	0	0
58	28	2	12	15	70	0	0	1	0	0	0	0	2	1	3	3	1	2	3	1	0	0	0	0	0	0
59	21	1	10	16	40	0	0	0	0	1	0	0	4	0	3	2	2	4	2	1	0	0	0	0	0	0
60	19	2	10	14	40	1	1	0	0	0	0	0	1	7	1	1	1	1	2	1	2	1	1	1	1	1
61	22	1	12	17	40	1	1	0	0	0	0	0	1	0	3	2	2	1	2	1	0	0	0	0	0	0
62	19	2	11	15	40	0	0	1	0	0	0	0	2	0	3	1	1	2	2	1	0	0	0	0	0	0
63	28	2	12	16	40	0	0	1	0	0	0	0	2	1	3	4	4	2	2	1	2	1	1	1	2	2
64	28	1	11	15	7	0	0	1	0	0	0	0	2	1	3	2	3	2	1	1	0	0	0	0	3	3
65	30	2	11	15	35	0	1	1	1	0	0	1	2	1	2	2	2	6	1	2	34	17	17	17	19	20
66	19	1	12	16	117	0	0	1	0	0	0	0	2	1	4	2	3	2	3	1	12	6	6	6	10	10
67	23	1	11	16	36	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	0	0	0	0	0	0
68	33	2	11	15	35	0	0	1	0	0	0	0	2	1	3	2	2	2	1	2	0	0	0	0	1	2
69	38	2	11	16	30	0	0	1	0	0	0	0	2	7	3	1	1	2	1	2	3	0	2.33333	0	3.333333333	4
70	29	1	10	14	37	0	0	0	0	1	0	0	4	1	4	3	3	4	2	1	1	1	1	1	1	1
71	26	1	11	15	40	0	0	0	0	1	0	0	4	0	1	1	2	4	2	1	0	0	0	0	3.5	4
73	21	1	12	17	40	0	0	0	0	1	0	0	4	0	1	1	1	4	2	1	14	7	7	7	19.5	22
74	20	1	10	15	33	0	0	0	0	1	0	0	4	0	3	5	3	4	1	1	0	0	0	0	5.166666667	9
75	18	2	11	15	44	1	0	0	0	0	1	0	5	0	1	1	2	5	3	1	0	1	0	1	1	1
77	21	2	12	16	40	1	1	0	0	0	0	0	1	1	2	2	2	1	2	1	0	0	0	0	0.5	1
78	35	1	12	17	44	1	0	0	0	0	1	0	5	0	4	3	2	5	3	2	11	5.5	6.5	7	8	11
79	19	2	12	17	68	0	0	0	0	1	0	0	4	0	2	2	4	4	3	1	0	0	0	0	1.5	2
80	18	1	10	15	40	0	0	0	0	1	0	0	4	0	2	2	3	4	2	1	0	0	0	0	0	0
81	24	1	12	17	40	0	0	0	1	0	0	0	2	1	2	2	2	3	2	1	0	0	0	0	13.33333333	14
82	27	2	11	15	40	1	1	0	0	0	0	0	5	0	3	1	2	1	2	1	0	0	0	0	0	0
83	22	1	9	17	40	1	0	0	0	0	1	0	5	0	3	3	2	5	2	1	0	0	0	0	0	0
84	22	2	11	15	68	0	0	0	0	1	0	0	4	0	1	1	1	4	3	1	0	0	0	0	3	6
85	26	2	11	17	40	1	1	0	0	0	0	0	1	0	2	2	2	1	2	1	0	0	0	0	1	1
86	21	2	12	17	40	0	0	0	0	1	0	0	4	1	1	1	1	4	2	1	0	0	0	0	0.5	1
87	30	2	10	15	45	1	1	0	0	0	0	0	1	7	2	4	2	1	3	2	4	1.5	1.5	2	1.5	2
88	19	1	10	15	40	1	1	0	0	0	0	0	1	1	2	1	1	1	2	1	0	0	0	0	1	1
89	22	1	11	16	40	0	0	0	0	1	0	0	4	1	3	2	2	4	2	1	0	0	0	0	0	0
90	23	1	12	17	15	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	10	5	5	5	6	6
92	21	2	10	15	25	0	0	0	0	1	0	0	4	1	3	2	2	4	1	1	52	22.8333	23.8333	25	44.33333333	50
93	19	2	10	15	15	0	0	1	1	0	0	1	2	1	1	4	2	6	1	1	10	0	5	0	14	14
94	22	1	12	16	40	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	0	0	0	0	0	0
95	19	2	12	16	65	0	0	1	0	0	0	0	2	7	3	2	2	2	3	1	0	0	0	0	1	1
96	24	1	12	16	40	1	0	0	0	0	1	0	5	1	2	1	2	5	2	1	0	0	0	0	3.5	4
97	23	1	11	17	40	1	0	0	0	0	1	0	5	0	2	1	1	5	2	1	0	0	0	0	1	1
98	20	1	12	17	40	0	0	0	0	1	0	0	4	0	3	1	2	4	2	1	0	0	0	0	22.08333333	26
99	23	2	10	15	0	1	0	0	0	0	1	0	5	1	4	2	2	5	1	1	24	2.83333	5.7	7	8.2	19
100	21	2	12	17	40	1	0	0	0	0	1	0	5	1	1	4	4	5	2	1	6	3	3	3	3	3
101	22	1	11	17	40	0	0	0	0	1	0	0	4	0	1	2	3	4	2	1	0	0	0	0	0	0
102	30	2	12	17	40	0	0	1	0	0	0	0	2	1	3	4	2	2	2	2	0	0	0	0	0	0
103	21	1	10	14	80	1	0	0	0	0	1	0	5	1	1	1	1	5	3	1	6	2.5	2.5	3	2.5	3
104	30	1	12	16	35	0	0	1	0	0	0	0	2	1	2	3	2	2	1	2	4	0	1.5	0	3.5	4
105	20	1	10	15	75	0	0	1	0	0	0	0	2	1	1	1	2	2	3	1	2	0	1	0	2	2
106	22	1	12	16	40	0	0	0	0	1	0	0	4	0	1	2	2	4	2	1	0	0	0	0	15.83333333	20
107	20	2	12	17	40	0	0	0	0	1	0	0	4	0	1	2	1	4	2	1	13	8	9	8	9.5	11
108	21	1	12	17	40	0	0	0	0	1	0	0	4	7	3	2	2	4	2	1	0	0	0	0	0	0
109	20	2	10	14	40	1	0	0	0	0	1	0	1	1	3	2	2	5	2	1	28	11.5	13	12	23.5	25
110	22	1	10	14	20	1	0	0	0	0	1	0	1	1	1	2	1	5	1	1	35	15.5833	11.9167	19	29	38
111	21	1	10	15	45	1	1	0	0	0	0	0	1	1	2	1	2	1	3	1	60	26	27.5	28	36	40
112	31	1	12	17	32	1	0	0	0	0	1	0	1	1	2	2	2	5	1	2	0	0	0	0	0	0
113	25	1	10	14	60	1	0	0	0	0	1	0	5	1	4	2	2	5	3	1	24	6	11	7	12.5	14
114	25	2	11	16	40	1	0	0	0	0	1	0	5	1	4	4	2	5	2	1	12	6	6	6	9	9
115	19	1	11	17	35	0	1	0	0	0	0	0	1	1	3	2	2	1	1	1	14	5	6	6	7	8
117	30	2	11	16	63	1	1	0	0	0	0	0	1	1	3	2	2	1	3	2	14	7	7	7	9.5	10
118	21	1	11	16	40	1	0	0	0	0	1	0	1	1	3	2	3	5	2	1	2	0.5	0.5	1	0.5	1
120	33	1	11	15	90	0	0	1	0	0	0	0	2	1	3	1	1	2	3	2	0	0	0	0	0	0
122	23	2	11	15	18	1	1	0	0	0	0	0	1	7	3	3	3	1	1	1	2	1	1	1	1	1
123	24	2	12	16	40	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	0	0	0	0	0	0
124	31	1	10	16	40	0	1	0	0	0	0	0	1	7	3	2	2	1	2	2	12	6	6	6	6	6
125	22	2	11	15	10	0	0	1	0	0	0	0	2	1	2	1	2	2	1	1	0	0	0	0	1	1
126	29	2	11	15	40	0	0	0	0	1	0	0	4	1	4	1	2	4	2	1	0	0	0	0	0	0
127	22	2	12	17	40	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	10	4	5	4	7	7
128	18	2	10	14	31	0	0	0	0	1	0	0	4	0	1	1	2	4	1	1	0	0	0	0	0.583333333	2
129	24	1	12	16	40	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	0	0	0	0	0	0
130	20	2	10	14	40	0	1	0	0	0	0	0	1	1	3	3	2	1	2	1	0	0	0	0	0	0
131	20	2	11	15	1	0	0	1	1	0	0	1	2	1	3	4	2	6	1	1	15	0	9	0	21.83333333	23
132	21	1	11	15	31	1	1	0	0	0	0	0	1	1	5	2	2	1	1	1	2	0	1	0	1	1
133	23	1	11	15	16	1	0	0	0	0	1	0	5	7	4	3	4	5	1	1	24	8.5	10	11	15.5	21
134	29	1	10	14	48	0	0	0	0	1	0	0	4	1	2	2	3	4	3	1	0	0	0	0	1	1
135	29	1	12	18	40	1	1	0	0	0	0	0	1	0	1	3	2	1	2	1	10	4	4	5	7	9
136	20	2	11	16	40	0	0	0	0	1	0	0	4	0	1	1	2	4	2	1	0	0	0	0	5	5
137	22	2	10	14	37	0	0	1	0	0	0	0	2	1	1	2	3	2	2	1	0	0	0	0	4.533333333	6
138	19	2	11	15	20	0	0	0	0	1	0	0	4	0	1	1	2	4	1	1	0	0	0	0	1.166666667	3
140	24	2	10	15	40	1	0	0	0	0	1	0	5	1	3	1	1	5	2	1	0	0	0	0	0	0
141	20	1	10	15	75	1	1	0	0	0	0	0	1	1	1	1	1	1	3	1	128	75.5	80	76	98.5	100
142	23	1	11	15	40	0	0	0	0	1	0	0	4	0	1	1	1	4	2	1	0	4	0	4	9	10
143	20	2	10	15	11	1	1	0	0	0	0	0	1	1	1	1	2	1	1	1	0	0	0	0	0	0
144	19	1	11	15	40	0	0	0	0	1	0	0	4	0	3	1	2	4	2	1	0	0	0	0	15.83333333	17
146	24	1	11	16	8	0	0	0	0	1	0	0	4	0	2	3	3	4	1	1	14	5	5.83333	5	11.83333333	14
147	27	2	11	15	40	0	0	0	0	1	0	0	4	1	3	1	1	4	2	1	0	0	0	0	0	0
148	17	2	12	16	55	1	0	0	0	0	1	0	5	1	1	2	2	5	3	1	14	5	7	5	8	8
149	18	1	10	15	40	0	0	0	0	1	0	0	1	1	2	1	1	4	2	1	0	0	0	0	0	0
150	35	2	10	15	40	1	0	0	0	0	1	0	1	7	3	2	3	5	2	2	8	4	4.25	4	4.583333333	6
151	20	1	12	18	80	0	0	0	0	1	0	0	4	0	1	1	1	4	3	1	0	0	0	0	0.916666667	3
152	20	1	10	15	50	1	1	0	0	0	1	1	1	7	1	1	2	6	3	1	6	0	3	0	5	5
153	25	1	10	15	18	1	0	0	0	0	1	0	5	1	3	1	1	5	1	1	22	12	12.5	13	24	25
154	24	1	10	15	11	1	1	0	0	0	0	0	1	1	4	1	1	1	1	1	4	3	3	3	3	3
155	18	2	12	17	40	0	0	0	0	1	0	0	4	1	1	4	3	4	2	1	28	13.0833	12.0833	15	31.08333333	34
156	34	1	11	16	54	1	1	0	0	0	0	0	1	1	4	1	5	1	3	2	4	1.25	1.25	2	2.25	3
157	27	1	12	16	12	1	0	0	0	0	1	0	1	7	3	2	2	5	1	1	7	3	3	4	15.5	17
158	25	1	11	16	30	1	0	0	0	0	1	0	5	1	3	2	2	5	1	1	38	14.5	17.8333	15	29.66666667	32
159	24	1	11	16	50	1	0	0	0	0	1	0	5	1	2	1	2	5	3	1	0	0	0	0	1	1
160	27	1	11	16	40	0	0	1	0	0	0	0	2	1	3	2	2	2	2	1	0	0	0	0	5.5	6
161	23	2	10	14	40	0	0	1	0	0	0	0	2	7	1	4	1	2	2	1	0	0	0	0	20.5	21
163	22	1	10	14	40	1	1	0	0	0	1	1	5	1	2	1	2	6	2	1	14	6.33333	6.33333	7	9.333333333	10
165	34	1	12	17	54	1	1	0	0	0	0	0	1	1	3	2	1	1	3	2	0	1	0	1	1	1
166	19	1	12	17	40	0	1	0	0	0	0	0	1	1	1	1	1	1	2	1	0	0	0	0	1	1
167	25	2	11	16	45	0	0	1	0	0	0	0	2	1	2	2	2	2	3	1	0	0	0	0	3	3
168	21	1	11	16	35	0	0	1	0	0	0	0	2	1	2	2	2	2	1	1	0	0	0	0	0	0
169	25	1	12	17	40	0	0	1	0	0	0	0	2	1	1	1	1	2	2	1	8	4	4	4	9	9
170	33	1	10	15	40	1	0	0	1	0	0	0	3	1	2	2	1	3	2	2	0	0	0	0	1	1
171	22	2	11	16	40	1	1	0	0	0	0	0	1	0	1	2	2	1	2	1	14	6.5	6.5	7	7.5	8
172	24	1	10	14	40	0	0	1	0	0	0	0	2	7	1	1	2	2	2	1	3	2	2	2	2	2
173	21	2	11	15	40	1	1	0	0	0	1	1	5	7	4	3	4	6	2	1	10	3	5	3	5	5
174	22	1	11	16	6	0	0	1	0	0	0	0	2	1	2	1	2	2	1	1	0	0	0	0	10	10
175	17	1	10	15	12	1	0	0	0	0	1	0	5	1	2	1	1	5	1	1	12	5.5	5.5	6	5.5	6
176	19	2	11	17	40	0	0	0	0	1	0	0	4	1	4	4	3	4	2	1	0	0	0	0	3.333333333	7
177	26	1	11	15	32	0	0	0	0	1	0	0	4	0	5	2	2	4	1	1	16	7	7.33333	7	16.33333333	18
178	29	1	11	15	35	1	0	0	0	0	1	0	5	1	4	3	3	5	1	1	38	17	19	17	28	28
180	21	1	10	15	35	0	0	0	0	1	0	0	4	0	2	1	1	4	1	1	0	0	0	0	4.583333333	6
181	27	2	12	17	35	1	0	0	0	0	1	0	5	1	2	2	2	5	1	1	8	4	4	4	5	5
182	19	1	10	16	35	0	0	0	0	1	0	0	4	0	3	1	2	4	1	1	0	0	0	0	4.583333333	6
183	20	2	12	16	9	1	0	0	0	0	1	0	5	1	2	4	2	5	1	1	3	2	2	2	3	3
184	24	1	11	16	100	0	0	0	0	1	0	0	4	1	2	3	2	4	3	1	5	3.5	3.5	4	4.5	5
186	23	2	12	17	40	0	1	0	0	0	0	0	1	0	4	2	4	1	2	1	4	1.5	1.5	2	2.5	3
187	20	1	12	16	70	0	0	0	0	1	0	0	4	0	3	1	2	4	3	1	5	0	3	0	6	6
188	20	1	10	15	40	0	0	0	0	1	0	0	4	0	1	1	1	4	2	1	0	0	0	0	1.166666667	3
189	24	1	11	18	40	0	0	0	0	1	1	1	4	0	3	2	3	6	2	1	0	1	0	1	1	1
190	25	2	11	16	40	0	0	0	0	1	0	0	4	1	3	2	2	4	2	1	0	1	0	1	2	2
191	20	1	11	15	40	0	0	0	0	1	0	0	4	0	2	3	2	4	2	1	0	0	0	0	1	2
192	24	2	11	16	40	1	1	0	0	0	0	0	5	1	3	2	3	1	2	1	2	3	2	3	3	3
193	22	1	10	14	40	1	0	0	1	0	0	0	3	7	2	1	1	3	2	1	13	4	7.25	5	12.75	15
194	20	2	12	16	40	1	0	0	0	0	1	0	5	0	1	2	2	5	2	1	0	0	0	0	6	6
195	29	2	12	16	10	1	0	0	0	0	1	0	5	1	2	1	3	5	1	1	1	0.5	0.5	1	0.5	1
196	25	1	11	15	40	1	0	0	0	0	1	0	5	1	2	1	2	5	2	1	7	4	5	4	6	6
197	21	1	12	17	40	0	0	0	0	1	0	0	4	0	3	2	2	4	2	1	0	0	0	0	1.333333333	3
198	21	2	11	15	30	1	0	0	0	0	1	0	5	0	2	2	3	5	1	1	1	1	1	1	1	1
199	28	2	10	15	40	1	0	0	0	0	1	0	5	0	4	3	2	5	2	1	0	0	0	0	0	0
200	34	2	10	14	10	1	0	0	0	0	1	0	5	1	2	3	2	5	1	2	2	2	2	2	2	2
201	18	2	11	17	23	0	0	0	0	1	0	0	4	0	1	2	2	4	1	1	0	0	0	0	0.333333333	1
202	19	2	10	15	23	0	0	0	0	1	0	0	4	0	1	1	2	4	1	1	11	6	6	6	12.33333333	15
203	22	1	10	16	12	1	0	0	0	0	1	0	5	1	3	3	3	5	1	1	0	0	0	0	1	1
204	25	1	12	16	40	0	0	0	0	1	0	0	4	1	3	2	3	4	2	1	4	2	2	2	2	2
205	22	1	10	14	45	0	0	1	0	0	0	0	2	1	2	1	1	2	3	1	0	0	0	0	0	0
206	30	1	10	15	40	1	1	0	0	0	0	0	1	1	3	2	2	1	2	2	0	1	0	1	1	1
207	24	1	10	14	40	0	0	1	0	0	0	0	2	1	4	5	4	2	2	1	0	0	0	0	0	0
209	24	2	11	16	40	0	0	1	0	0	0	0	2	1	1	1	3	2	2	1	4	2	2	2	3	3
210	20	1	12	17	70	0	0	0	0	1	0	0	4	1	1	1	1	4	3	1	0	0	0	0	6.45	15
211	20	2	10	15	10	0	0	1	0	0	0	0	2	1	2	1	2	2	1	1	2	1	1	1	1	1
212	20	2	10	14	32	1	0	0	0	0	1	0	5	1	1	1	1	5	1	1	32	12.3333	15.3333	14	22.33333333	26
213	23	2	12	17	70	0	0	0	0	1	0	0	4	1	3	1	3	4	3	1	0	0	0	0	6	6
214	24	2	12	17	19	1	0	0	0	0	1	0	5	0	2	2	2	5	1	1	0	0	0	0	0	0
215	23	1	11	15	10	1	0	0	0	0	1	0	1	1	3	3	3	5	1	1	7	4	4	4	5.5	7
216	21	2	10	16	40	1	0	0	0	0	1	0	5	1	2	2	1	5	2	1	0	0	0	0	0	0
217	19	2	11	15	62	1	0	0	0	0	1	0	1	1	2	3	2	5	3	1	0	0	0	0	1	1
218	20	2	10	15	40	1	1	0	0	0	0	0	1	1	1	1	1	1	2	1	10	4	5	4	6	6
219	29	1	12	17	19	1	0	0	0	0	1	0	5	1	1	1	1	5	1	1	30	16.5	16.5	17	18.5	19
220	26	1	11	16	40	1	0	0	0	0	1	0	1	1	1	1	1	5	2	1	4	2	2	2	3	3
221	20	2	10	15	7	1	0	0	0	0	1	0	5	0	3	4	2	5	1	1	12	6.83333	6.83333	8	8.833333333	10
222	18	2	10	16	40	1	0	0	0	0	1	0	5	0	3	2	2	5	2	1	12	6	6	6	9	9
223	32	1	12	18	40	1	0	0	0	0	1	0	1	0	2	1	1	5	2	2	12	6	6	6	9	9
224	23	1	12	16	20	1	0	0	0	0	1	0	5	1	3	2	2	5	1	1	20	9	10	9	14	14
225	23	1	10	14	20	1	0	0	0	0	1	0	5	1	3	2	1	5	1	1	2	1	1	1	1	1
226	20	1	10	15	40	1	0	0	0	0	1	0	5	7	2	1	3	5	2	1	2	1	1	1	1	1
227	20	2	10	15	7	1	0	0	1	0	0	0	5	1	1	2	1	3	1	1	108	68.8333	69.2	80	109.7	130
228	20	2	11	17	40	0	0	0	0	1	0	0	4	0	2	3	3	4	2	1	0	0	0	0	6.666666667	8
229	20	2	12	17	40	0	0	0	0	1	0	0	4	0	1	3	2	4	2	1	0	0	0	0	5	5
230	22	2	11	16	40	1	0	0	0	0	1	0	5	1	1	2	1	5	2	1	20	9.33333	9.33333	10	12.33333333	13
231	23	2	11	16	95	0	1	0	0	1	0	1	1	1	2	2	2	6	3	1	0	0	0	0	0	0
232	30	1	11	16	35	0	1	0	0	0	0	0	1	7	2	3	3	1	1	2	0	0	0	0	0	0
233	20	1	11	15	60	0	0	0	0	1	0	0	4	1	1	3	2	4	3	1	28	18.75	13.4167	21	32.11666667	38
234	21	1	10	14	80	0	0	1	0	0	0	0	2	1	3	4	2	2	3	1	0	0	0	0	3	4
235	25	2	10	15	56	0	0	0	0	1	0	0	4	1	1	2	2	4	3	1	0	1	0	1	1	1
236	25	1	12	17	30	0	0	0	0	1	0	0	4	0	2	3	3	4	1	1	0	0	0	0	1.5	2
237	22	1	12	17	79	0	1	0	0	0	0	0	1	1	2	4	3	1	3	1	0	0	0	0	0	0
238	21	1	12	19	40	1	0	0	0	0	1	0	5	0	4	1	2	5	2	1	3	0	4	0	10	10
239	18	2	12	16	40	0	0	0	0	1	0	0	4	1	3	3	2	4	2	1	18	10	10	10	49	50
241	22	1	12	17	40	0	0	0	0	1	0	0	4	0	3	2	3	4	2	1	0	0	0	0	0	0
242	19	2	11	16	24	1	0	0	0	0	1	0	5	1	1	2	2	5	1	1	14	6.5	6.5	7	9.5	10
244	22	1	11	16	40	1	1	0	0	0	0	0	1	0	2	1	3	1	2	1	2	1	1	1	1	1
245	29	2	10	14	32	1	0	0	0	0	1	0	5	7	3	2	1	5	1	1	0	0	0	0	0	0
246	21	1	11	15	55	0	0	1	0	0	0	0	2	1	3	2	2	2	3	1	0	0	0	0	0	0
247	34	1	12	17	45	1	1	0	0	0	0	0	1	1	2	2	2	1	3	2	0	0	0	0	0.333333333	1
248	22	1	12	17	55	0	0	1	0	0	0	0	2	1	1	1	1	2	3	1	0	0	0	0	0	0
249	19	1	12	16	40	0	0	0	0	1	0	0	4	1	4	3	2	4	2	1	8	3	3	4	8.333333333	11
250	21	1	12	16	40	0	0	0	0	1	0	0	4	0	2	1	2	4	2	1	42	20.5	20.5	22	56.08333333	67
251	28	1	11	16	40	1	1	0	0	0	0	0	1	1	3	4	1	1	2	1	24	15	12	17	30.5	33
252	21	1	11	15	30	0	1	0	0	0	0	0	1	1	3	3	3	1	1	1	0	0	0	0	0.5	1
254	22	2	12	16	28	0	0	0	0	1	0	0	4	1	2	3	3	4	1	1	0	0	0	0	2.5	3
255	30	2	10	15	40	0	0	0	0	1	0	0	4	1	4	5	2	4	2	2	0	0	0	0	1	1
256	22	1	12	17	40	1	1	0	0	0	0	0	1	1	1	1	1	1	2	1	2	0	1	0	1	1
257	20	2	11	15	28	0	0	0	0	1	0	0	4	0	4	2	1	4	1	1	10	7	7	7	9	9
258	18	2	11	16	40	0	0	1	0	0	0	0	2	1	1	2	2	2	2	1	14	7	7	7	10	10
259	31	2	11	16	50	0	0	1	0	0	0	0	2	1	3	2	2	2	3	2	3	2	2	2	3	3
260	30	1	11	16	40	0	0	0	0	1	0	0	4	1	2	3	3	4	2	2	0	0	0	0	1	1
261	23	2	12	16	60	0	0	1	0	0	0	0	2	1	1	1	1	2	3	1	0	0	0	0	6	6
262	21	2	10	14	40	1	0	1	0	0	0	0	5	7	1	2	2	2	2	1	4	0	2	0	3	3
264	30	1	12	17	30	0	0	1	0	0	0	0	2	1	2	4	1	2	1	2	13	0	10	0	20	20
265	18	2	12	16	50	0	0	1	0	0	0	0	2	1	2	2	1	2	3	1	0	0	0	0	1	1
266	21	2	11	15	50	0	0	1	0	0	0	0	2	1	1	3	3	2	3	1	0	0	0	0	13.5	14
267	27	2	10	14	37	1	0	0	0	0	1	0	5	1	2	4	2	5	2	1	8	4	4	4	5	5
268	24	2	10	15	40	1	0	0	0	0	1	0	5	1	2	2	3	5	2	1	10	6.5	6.5	7	7.5	8
269	25	2	12	18	40	1	0	0	0	0	1	0	5	0	1	3	3	5	2	1	5	4.5	4.5	5	8.5	9
270	33	2	10	14	60	0	0	0	0	1	0	0	4	0	2	2	1	4	3	2	0	0	0	0	0	0
271	18	2	12	17	40	1	0	0	0	0	1	0	5	1	3	1	1	5	2	1	1	1	1	1	1	1
272	23	2	12	17	40	1	1	0	0	0	0	0	1	7	2	2	2	1	2	1	2	1	1	1	2	2
273	29	1	12	17	40	0	0	0	0	1	0	0	4	1	3	2	2	4	2	1	1	1	1	1	2	2
274	19	2	11	14	40	1	0	0	0	0	1	0	5	1	1	2	2	5	2	1	0	0	0	0	2	2
275	31	2	11	16	40	1	1	0	0	0	0	0	1	7	3	2	2	1	2	2	0	0	0	0	0	0
276	21	1	10	15	40	0	0	0	0	1	0	0	4	7	3	2	1	4	2	1	0	0	0	0	2.5	3
277	20	2	11	15	40	0	0	0	0	1	0	0	4	0	1	1	1	4	2	1	0	0	0	0	8.5	9
278	30	1	10	15	72	1	0	0	0	0	1	0	1	1	3	1	2	5	3	2	6	3	3	3	6	6
279	24	1	11	16	40	0	0	0	0	1	0	0	4	0	1	1	1	4	2	1	0	0	0	0	0	0
280	27	2	12	17	40	1	0	0	0	0	1	0	5	1	3	4	2	5	2	1	27	13	16	15	25	29
